,max_msd,mean_msd,positive_ratio,negative_ratio,positive_combo,negative_combo
0,0.11785113019775788,0.017259840443324667,0.15862068965517243,0.09655172413793103,0,0
1,0.30220396957853646,0.017121815329518383,0.19154676258992806,0.23111510791366907,0,0
2,0.1767766952966369,0.00975654915228999,0.19974635383639822,0.2974001268230818,1,13
3,0.23570226039551584,0.017150641151775597,0.27460555972952666,0.35424492862509394,7,8
4,0.1178511301977579,0.0060956581379736675,0.09170946441672781,0.1966250917094644,0,1
5,0.3535533905932738,0.023619199784245096,0.15088757396449703,0.19230769230769232,0,1
6,0.24412019826678424,0.016634285444246177,0.1880108991825613,0.2016348773841962,0,0
7,0.2744247746033506,0.01945297195220114,0.327199001871491,0.36899563318777295,5,10
8,0.24105912994995937,0.01769421014329683,0.315058986814712,0.40458015267175573,2,8
9,0.23570226039551578,0.01793052001328048,0.29523809523809524,0.11904761904761904,0,0
10,0.1571348402636773,0.011538127953601549,0.2720086237872799,0.06180380883938196,2,0
11,0.11535003134946753,0.012636647691264722,0.27149321266968324,0.2398190045248869,1,1
12,0.26516504294495524,0.017014096877950354,0.38071065989847713,0.2622673434856176,4,1
13,0.02946278254943948,0.002041960283092388,0.2309090909090909,0.22818181818181818,4,2
14,0.22156012477178486,0.013890884143736057,0.2096569250317662,0.25285895806861497,1,1
15,0.08838834764831843,0.011437345074225077,0.12598425196850394,0.24015748031496062,0,0
16,0.2062394778460763,0.020578205037817824,0.30363036303630364,0.1485148514851485,1,0
17,0.14142135623730942,0.013145478225151858,0.1529126213592233,0.24514563106796117,0,0
18,0.14142135623730953,0.013422106163922252,0.16417910447761194,0.07462686567164178,0,0
19,0.23570226039551578,0.018515414629675615,0.23801065719360567,0.1847246891651865,0,0
20,0.17677669529663687,0.011493716230829946,0.19132268755649293,0.6236818318770714,0,91
21,0.23570226039551584,0.02355933880828017,0.2274436090225564,0.09210526315789473,0,0
22,0.12351704991880393,0.015286780743200354,0.2540650406504065,0.16666666666666666,1,0
23,0.23570226039551587,0.01276266847171063,0.19678714859437751,0.10307898259705489,0,0
24,0.07373573386704636,0.01739537775165488,0.27835051546391754,0.25773195876288657,0,0
25,0.35355339059327373,0.030404753738677875,0.13240418118466898,0.2264808362369338,0,1
26,0.3535533905932738,0.007435502634383014,0.2820627802690583,0.19730941704035873,5,0
27,0.24330555911795188,0.01633029232876799,0.23651452282157676,0.2099585062240664,0,0
28,0.2357022603955158,0.01976581938432293,0.2167577413479053,0.2768670309653916,0,0
29,0.35814499306851105,0.01344334157656196,0.2987249544626594,0.34207650273224044,1,4
30,0.1767766952966369,0.01543186546281065,0.42412451361867703,0.2840466926070039,1,0
31,0.32159073558509393,0.017547542474782074,0.2552535724292519,0.4684785654244887,1,57
32,0.24748737341529167,0.02631863510952404,0.17962466487935658,0.08310991957104558,0,0
33,0.279896434219675,0.016714227695732678,0.14814814814814814,0.22962962962962963,0,0
34,0.08838834764831842,0.010096201781986176,0.5177570093457944,0.16822429906542055,9,0
35,0.1767766952966369,0.007370594967084994,0.31313131313131315,0.3245791245791246,4,2
36,0.1767766952966369,0.014763388393665196,0.16058394160583941,0.38686131386861317,0,3
