,max_msd,mean_msd,positive_ratio,negative_ratio,positive_combo,negative_combo
0,0.17172593257387578,0.01728617507460984,0.2158273381294964,0.16546762589928057,0,0
1,0.282842712474619,0.022504314023271653,0.17752808988764046,0.36404494382022473,0,0
2,0.23570226039551584,0.015754603066154057,0.1762402088772846,0.26370757180156656,0,0
3,0.06629126073623882,0.008481123582212298,0.16358463726884778,0.5078236130867709,0,14
4,0.7071067811865476,0.03108615219783235,0.2878535773710483,0.2911813643926789,0,0
5,0.10606601717798213,0.010479155242430718,0.5315712187958884,0.16152716593245228,11,0
6,0.08313861548496376,0.015500986813936987,0.21052631578947367,0.5263157894736842,0,0
7,0.10382123374564388,0.009375620146783063,0.2796005706134094,0.2867332382310984,0,0
8,0.15566597110469066,0.011839426272640683,0.12418300653594772,0.20588235294117646,0,0
9,0.10311973892303816,0.010411958884172083,0.16494845360824742,0.1134020618556701,0,0
10,0.06146101576393325,0.00959251242274682,0.4186046511627907,0.32558139534883723,0,0
11,0.1767766952966369,0.016876163370067455,0.1785028790786948,0.43570057581573896,0,3
12,0.08075660521291152,0.01357399069642549,0.5,0.22535211267605634,0,0
13,0.17224395951979998,0.014969606237087554,0.12663755458515283,0.12554585152838427,0,0
14,0.22980970388562794,0.01811146819898844,0.11171662125340599,0.18256130790190736,0,0
15,0.1178511301977579,0.013036814459890918,0.22388059701492538,0.055970149253731345,0,0
16,0.3951479071336589,0.02696879784116073,0.2074074074074074,0.08148148148148149,0,0
17,0.1767766952966368,0.018824754406660357,0.0967741935483871,0.25806451612903225,0,0
18,0.2862098876231263,0.022236803771466508,0.1523809523809524,0.1111111111111111,0,0
19,0.1767766952966369,0.023706133542327246,0.14678899082568808,0.20489296636085627,0,0
20,0.17224395951979998,0.02356328396607884,0.3233082706766917,0.09774436090225563,0,0
21,0.32409060804383427,0.01479956101806892,0.109375,0.1171875,0,0
22,0.18987126531861,0.01621700128882254,0.2516297262059974,0.31290743155149936,0,3
23,0.05723707196642517,0.008411088413587536,0.5433231396534148,0.3730886850152905,15,6
24,0.17677669529663695,0.01679047692518383,0.12383488681757657,0.459387483355526,0,9
25,0.14443032126363523,0.006069383363426108,0.019230769230769232,0.04326923076923077,0,0
26,0.05892556509887893,0.01207303302410552,0.23214285714285715,0.3125,0,0
27,0.06883976935510878,0.008986961592576038,0.38497652582159625,0.4303599374021909,1,1
28,0.06313453403451315,0.00732710025607731,0.3915737298636927,0.4250309789343247,3,1
29,0.1571348402636772,0.017441780961823812,0.14193548387096774,0.0967741935483871,0,0
30,0.1524941822064395,0.015951174271502545,0.1214574898785425,0.15789473684210525,0,0
31,0.07856742013183861,0.01806870972521887,0.16923076923076924,0.26153846153846155,0,0
32,0.07071067811865477,0.007755428293026436,0.1780821917808219,0.34794520547945207,0,1
33,0.2533799299251795,0.01986507289248346,0.16666666666666666,0.48412698412698413,0,4
34,0.23570226039551584,0.021196222229904107,0.1752212389380531,0.21415929203539824,0,0
35,0.17677669529663687,0.012075742386610222,0.31225806451612903,0.5406451612903226,0,8
36,0.17677669529663687,0.018019141599755453,0.13076923076923078,0.27692307692307694,0,0
37,0.2651650429449553,0.017480862787480105,0.22137404580152673,0.17121046892039257,0,0
38,0.36892527714080736,0.01456111206439131,0.2310852447791852,0.4296473810338925,2,37
39,0.23570226039551584,0.013384855051082684,0.2026221692491061,0.17163289630512515,0,0
40,0.19641855032959654,0.02022736453766257,0.18604651162790697,0.19661733615221988,0,0
41,0.164991582276861,0.01605491310375353,0.1791530944625407,0.1476655808903366,0,0
42,0.2586177579339688,0.02018236722974064,0.16445623342175067,0.18037135278514588,0,0
43,0.2744247746033506,0.01945297195220114,0.327199001871491,0.36899563318777295,5,10
44,0.14142135623730945,0.017213970715241538,0.21656050955414013,0.40382165605095544,0,5
45,0.35355339059327373,0.0152526796470177,0.11295034079844206,0.12950340798442064,0,0
46,0.23570226039551578,0.01793052001328048,0.29523809523809524,0.11904761904761904,0,0
47,0.2357022603955158,0.01644997033215206,0.11949685534591195,0.21069182389937108,0,0
48,0.18561553006146872,0.012844319459917418,0.13995157384987894,0.46198547215496366,0,35
49,0.18266925180652474,0.014012855775974232,0.20662983425414364,0.19668508287292819,0,0
50,0.0324683690030219,0.011652060735994884,0.35,0.4,0,0
51,0.24580378584103793,0.010106776098334871,0.38308457711442784,0.4021558872305141,6,5
52,0.06363961030678927,0.012005401559263381,0.18571428571428572,0.15714285714285714,0,0
53,0.10101525445522104,0.010078926464522605,0.42408376963350786,0.39790575916230364,0,0
54,0.13982837475278415,0.01202867459388407,0.16366906474820145,0.5863309352517986,0,12
55,0.1767766952966369,0.01661892852906779,0.34635691657866946,0.17529039070749736,5,1
56,0.10909647481163873,0.018135617583653316,0.18303571428571427,0.20982142857142858,0,0
57,0.2990934476815929,0.012766688475301408,0.15336658354114713,0.587281795511222,0,23
58,0.11785113019775788,0.016017335920945452,0.19704433497536947,0.11822660098522167,0,0
59,0.1414213562373095,0.010009222194649468,0.10666666666666667,0.08266666666666667,0,0
60,0.23570226039551584,0.011797116661906784,0.27706422018348625,0.48073394495412847,1,9
61,0.23570226039551584,0.03253832968227973,0.13986013986013987,0.23776223776223776,0,0
62,0.0782792160999807,0.013200171250463659,0.3888888888888889,0.4074074074074074,1,0
63,0.1767766952966369,0.021099725456851095,0.14084507042253522,0.08450704225352113,0,0
64,0.19190020103924596,0.015699487781444754,0.19692603266090297,0.3900096061479347,0,12
65,0.039283710065919256,0.0064266066983458894,0.08620689655172414,0.10344827586206896,0,0
66,0.024095527180450965,0.005244101469286277,0.22916666666666666,0.59375,0,1
67,0.23570226039551584,0.022174552340143646,0.06647398843930635,0.18497109826589594,0,0
68,0.1767766952966369,0.017541933043936298,0.22274881516587677,0.4834123222748815,0,3
