,max_msd,mean_msd,positive_ratio,negative_ratio,positive_combo,negative_combo
0,0.37712361663282534,0.025584087685739998,0.13333333333333333,0.0875,0,0
1,0.37712361663282534,0.03859712090338434,0.18,0.11333333333333333,0,0
2,0.31426968052735443,0.021997078250093293,0.16666666666666666,0.22982456140350876,0,0
3,0.1767766952966369,0.016017266269295772,0.39074960127591707,0.2711323763955343,3,0
4,0.18584216685031055,0.013744634465934038,0.12007874015748031,0.22244094488188976,0,0
5,0.10213764617139026,0.020446749096632168,0.09230769230769231,0.2153846153846154,0,0
6,0.11785113019775785,0.013508096933751679,0.17794970986460348,0.23984526112185686,1,0
7,0.10522422339085527,0.014720342896018949,0.3684210526315789,0.1862348178137652,0,0
8,0.14142135623730953,0.01702636011312604,0.18571428571428572,0.2,0,0
9,0.10101525445522103,0.016244067896839163,0.13372093023255813,0.627906976744186,0,3
10,0.24105912994995934,0.03048693817609992,0.11011904761904762,0.46726190476190477,0,2
11,0.10101525445522104,0.006395869665306505,0.2070393374741201,0.5072463768115942,0,7
12,0.1767766952966369,0.03142539646433585,0.27586206896551724,0.1839080459770115,0,1
13,0.11785113019775788,0.00921318825822092,0.2099009900990099,0.29108910891089107,0,1
14,0.13235319143599658,0.008257884494056528,0.26277372262773724,0.3472367049009385,0,1
15,0.27779194975185795,0.025136781455820236,0.3131067961165049,0.14320388349514562,2,0
16,0.3535533905932738,0.039414543574564115,0.18007662835249041,0.1532567049808429,0,0
17,0.16537174721298295,0.012357088301837373,0.1670428893905192,0.5756207674943566,0,5
18,0.12121830534626528,0.012041599346838584,0.2556237218813906,0.38445807770961143,0,4
19,0.38722514207834746,0.018439940934071333,0.20567986230636834,0.32358003442340794,0,3
20,0.0922313192852018,0.008021485856758513,0.2160737812911726,0.3188405797101449,0,0
21,0.13162031283642733,0.013859245314162792,0.3333333333333333,0.405982905982906,0,0
22,0.10691036960883878,0.007583008813192563,0.238013698630137,0.3090753424657534,0,4
23,0.2357022603955158,0.010770624860178409,0.40350877192982454,0.3762183235867446,5,5
24,0.2749859704614351,0.014032975618213836,0.21915285451197053,0.40607734806629836,0,2
25,0.14142135623730948,0.00993286990073884,0.20241286863270777,0.06032171581769437,0,0
26,0.1964185503295965,0.013700141904443755,0.20358514724711907,0.17541613316261204,0,0
27,0.2357022603955158,0.01408148528223231,0.07261410788381743,0.11410788381742738,0,0
28,0.16793786053180504,0.012555995736244894,0.2376283846872082,0.3085901027077498,3,0
29,0.04419417382415922,0.007569744412381602,0.22340425531914893,0.2978723404255319,0,0
30,0.06428243465332249,0.014083647277013544,0.14705882352941177,0.38235294117647056,0,0
31,0.05769637021078208,0.01214833047645691,0.9551569506726457,0.026905829596412557,3,0
32,0.31426968052735443,0.015037071848241662,0.2211126961483595,0.32667617689015693,0,2
33,0.10064112388316468,0.009537713889311149,0.5240793201133145,0.34844192634560905,13,2
34,0.06428243465332249,0.006399751993824224,0.13432835820895522,0.5042643923240938,0,12
35,0.07954951288348662,0.008691644363435823,0.23076923076923078,0.5086848635235732,0,7
36,0.24610088953061213,0.01893962170108063,0.26108374384236455,0.3054187192118227,0,1
37,0.17958267458705965,0.014400488998387306,0.2838196286472148,0.4217506631299735,0,2
38,0.3030457633656632,0.01178207114854889,0.16519546027742749,0.23959646910466584,0,0
39,0.12241310943121948,0.005071627444176851,0.20190023752969122,0.41092636579572445,0,6
40,0.35355339059327373,0.022959474930845235,0.11363636363636363,0.19318181818181818,0,1
41,0.09540329587437545,0.011795381159774979,0.5297029702970297,0.3580858085808581,10,0
42,0.07463904912524667,0.007962508933022737,0.12351543942992874,0.09263657957244656,0,0
43,0.3629814810090944,0.019229891345705803,0.16216216216216217,0.2072072072072072,0,0
44,0.0282842712474619,0.001997261416201441,0.06060606060606061,0.0,0,0
45,0.13552879972742163,0.019853055593830993,0.16851441241685144,0.42572062084257206,0,0
46,0.11383347803192524,0.00747708365274928,0.271889400921659,0.5529953917050692,0,22
47,0.3763632867605817,0.0337407270559619,0.13808463251670378,0.16703786191536749,0,0
48,0.10443502180462877,0.012245266225596232,0.6123499142367067,0.2658662092624357,15,1
49,0.10101525445522103,0.013469962142903153,0.08333333333333333,0.14285714285714285,0,0
50,0.11381052001954907,0.013008803752058155,0.2348111658456486,0.33825944170771755,0,1
51,0.11552512104911795,0.009146529389413986,0.09701492537313433,0.05970149253731343,0,0
52,0.15683265787855477,0.013557282257203358,0.5136612021857924,0.2185792349726776,4,0
53,0.4714045207910317,0.02714711812661667,0.17252396166134185,0.1757188498402556,0,0
